1000,10,3,0.038011247492847254,21,0.048291052887560637
1500,15,6,0.040725335926008806,28,0.047129757295444386
2000,20,9,0.03506283961489659,35,0.042580139518913727
2500,25,13,0.04622370249154114,41,0.048280374088567966
3000,30,16,0.035013470332872665,48,0.040822070931124603
3500,35,20,0.039460732463680093,54,0.043236440380298641
4000,40,24,0.042143033803064722,60,0.044679301731582063
4500,45,28,0.043526503792177443,66,0.045376490460287099
5000,50,32,0.043967474669328856,72,0.045504772939569706
5500,55,36,0.043730309956291472,78,0.045201320552143383
6000,60,40,0.043009685894288358,84,0.044572414049046244
6500,65,44,0.041949050772981125,90,0.043700521760055552
7000,70,48,0.04065445392133582,96,0.042649801056229349
7500,75,53,0.049515358468905521,101,0.049008522286270853
8000,80,57,0.047235260985807992,107,0.047326039184218585
8500,85,61,0.044955307080977128,113,0.045604035955255043
9000,90,65,0.042704856781459334,119,0.043866825658338243
9500,95,70,0.049593386690548774,124,0.048988119851589865
10000,100,74,0.046797237254465086,130,0.0468756691747622
10500,105,78,0.044128327688387411,136,0.044815510404527664
11000,110,82,0.041588111903773498,141,0.04930796961450469
11500,115,87,0.047029009201881994,147,0.046989258636400057
12000,120,91,0.044177929558618531,153,0.044761503605380282
12500,125,96,0.049305863916049374,158,0.048719326867270929
13000,130,100,0.046221465832044811,164,0.046314219017852445
13500,135,104,0.043332452264251364,170,0.044020938448360358
14000,140,109,0.04779515883556533,175,0.047523467973587155
14500,145,113,0.04475537066261108,181,0.045109702507822841
15000,150,118,0.048966994434394118,186,0.048434635257946758
15500,155,122,0.045820868816921344,192,0.045930572296180396
16000,160,127,0.04979627826751587,197,0.049087705791755323
16500,165,131,0.046579911919959763,203,0.04651855030292508
17000,170,135,0.043581545757294504,208,0.049517669581864668
17500,175,140,0.047076840852858598,214,0.046904424948709597
18000,180,144,0.044040991455466139,219,0.049755030355578517
18500,185,149,0.047350002234245486,225,0.047115172995126672
19000,190,153,0.044297798601548505,230,0.049826329948020207
19500,195,158,0.047432454743364875,236,0.047174381673965801
20000,200,162,0.044381067109860346,241,0.049754646053767781
20500,205,167,0.047352658613486268,247,0.047102654840843791
21000,210,171,0.044316001572220418,252,0.049560044662032496
21500,215,176,0.04713510750629344,258,0.046917986357927093
22000,220,181,0.049988257839958819,263,0.04925998171747685
22500,225,185,0.046800888565994347,269,0.046636094783037638
23000,230,190,0.049508573269219716,274,0.048869654237850321
23500,235,194,0.046368169314460819,280,0.046270718608691794
24000,240,199,0.048939951345329046,285,0.048402304982703676
24500,245,203,0.045852616603383606,291,0.045833874402220157
25000,250,208,0.048297291879200482,296,0.047869485100765996
25500,255,212,0.045267754474366095,301,0.049922150204082083
26000,260,217,0.047593413804952245,307,0.047281280235070874
26500,265,222,0.049941671468865884,312,0.049242532411248346
27000,270,226,0.046839358515796528,318,0.046646504778637035
27500,275,231,0.049074741834116919,323,0.048521619635842672
28000,280,235,0.046044645894442279,329,0.045972868713869797
28500,285,240,0.048174156383836556,334,0.047766733286042362
29000,290,244,0.045217490807338862,339,0.049573906814323741
29500,295,249,0.047247570686017946,345,0.046984267130544571
30000,300,254,0.049295170350661756,350,0.048714110424252312
30500,305,258,0.046301572378598624,356,0.046179807992414612
31000,310,263,0.048254897220139106,361,0.04783658164985987
31500,315,267,0.045341831123740031,366,0.049504663826521605
32000,320,272,0.047206423826745239,372,0.046945899308599395
32500,325,277,0.049085822689808212,377,0.048544432301885335
33000,330,281,0.046154205654269587,383,0.04604605507824365
33500,335,286,0.047949445193494464,388,0.047578747313177516
34000,340,291,0.049757889314610629,393,0.049121245565990387
34500,345,295,0.046817905276605037,399,0.046610829851851068
